emplid,courseno,instructorid,termid,sectionid,grade
E1070,1115,I26,T08,S21,F
E1086,1115,I26,T08,S21,A
E1138,1115,I26,T08,S21,B-
E1244,1115,I26,T08,S21,W
E1484,1115,I26,T08,S21,W
E1491,1115,I26,T08,S21,WU
E1496,1115,I26,T08,S21,C
E1501,1115,I26,T08,S21,B-
E1729,1115,I26,T08,S21,A
E1834,1115,I26,T08,S21,F
E1975,1115,I26,T08,S21,B
E1988,1115,I26,T08,S21,A+
E1997,1115,I26,T08,S21,W
E2161,1115,I26,T08,S21,F
E2187,1115,I26,T08,S21,C
E0083,1115,I28,T08,S22,F
E0345,1115,I28,T08,S22,W
E0350,1115,I28,T08,S22,A
E0361,1115,I28,T08,S22,W
E0363,1115,I28,T08,S22,F
E0426,1115,I28,T08,S22,F
E0456,1115,I28,T08,S22,B+
E0532,1115,I28,T08,S22,W
E0642,1115,I28,T08,S22,F
E0685,1115,I28,T08,S22,C
E0741,1115,I28,T08,S22,A
E1006,1115,I28,T08,S22,F
E1019,1115,I28,T08,S22,W
E1056,1115,I28,T08,S22,F
E1182,1115,I28,T08,S22,W
E1183,1115,I28,T08,S22,W
E1208,1115,I28,T08,S22,C+
E1231,1115,I28,T08,S22,F
E1237,1115,I28,T08,S22,D
E1349,1115,I28,T08,S22,F
E1573,1115,I28,T08,S22,W
E1643,1115,I28,T08,S22,F
E1669,1115,I28,T08,S22,B
E1671,1115,I28,T08,S22,F
E1676,1115,I28,T08,S22,D
E1843,1115,I28,T08,S22,W
E2025,1115,I28,T08,S22,W
E2030,1115,I28,T08,S22,F
E2115,1115,I28,T08,S22,W
E0002,1115,I21,T08,S26,A-
E0092,1115,I21,T08,S26,W
E0115,1115,I21,T08,S26,A
E0197,1115,I21,T08,S26,W
E0253,1115,I21,T08,S26,B-
E0262,1115,I21,T08,S26,W
E0292,1115,I21,T08,S26,B
E0352,1115,I21,T08,S26,C
E0370,1115,I21,T08,S26,W
E0486,1115,I21,T08,S26,D
E0567,1115,I21,T08,S26,F
E0608,1115,I21,T08,S26,C+
E0932,1115,I21,T08,S26,F
E0933,1115,I21,T08,S26,B
E1059,1115,I21,T08,S26,W
E1105,1115,I21,T08,S26,A-
E1258,1115,I21,T08,S26,C+
E1261,1115,I21,T08,S26,W
E1391,1115,I21,T08,S26,B
E1485,1115,I21,T08,S26,A-
E1495,1115,I21,T08,S26,A
E1540,1115,I21,T08,S26,A-
E1583,1115,I21,T08,S26,B
E1613,1115,I21,T08,S26,F
E1650,1115,I21,T08,S26,C
E1657,1115,I21,T08,S26,A
E1662,1115,I21,T08,S26,B+
E1663,1115,I21,T08,S26,B+
E1673,1115,I21,T08,S26,F
E2063,1115,I21,T08,S26,F
E0171,1115,I16,T08,S28,W
E0226,1115,I16,T08,S28,F
E0277,1115,I16,T08,S28,W
E0438,1115,I16,T08,S28,C
E0514,1115,I16,T08,S28,F
E0597,1115,I16,T08,S28,B
E0677,1115,I16,T08,S28,A
E0950,1115,I16,T08,S28,W
E1003,1115,I16,T08,S28,F
E1005,1115,I16,T08,S28,B
E1028,1115,I16,T08,S28,A
E1071,1115,I16,T08,S28,W
E1401,1115,I16,T08,S28,W
E1413,1115,I16,T08,S28,A
E1459,1115,I16,T08,S28,A
E1471,1115,I16,T08,S28,W
E1542,1115,I16,T08,S28,A
E1649,1115,I16,T08,S28,A
E1652,1115,I16,T08,S28,B
E1653,1115,I16,T08,S28,C
E1783,1115,I16,T08,S28,F
E2007,1115,I16,T08,S28,A
E2018,1115,I16,T08,S28,B
E2028,1115,I16,T08,S28,F
E2052,1115,I16,T08,S28,B
E2073,1115,I16,T08,S28,A
E2108,1115,I16,T08,S28,A
E2129,1115,I16,T08,S28,W
E2174,1115,I16,T08,S28,A
E2176,1115,I16,T08,S28,W
E0089,1115,I20,T08,S30,D
E0207,1115,I20,T08,S30,W
E0364,1115,I20,T08,S30,A-
E0379,1115,I20,T08,S30,F
E0393,1115,I20,T08,S30,B-
E0444,1115,I20,T08,S30,W
E0492,1115,I20,T08,S30,WU
E0546,1115,I20,T08,S30,C
E0564,1115,I20,T08,S30,C+
E0618,1115,I20,T08,S30,B+
E0624,1115,I20,T08,S30,C+
E0738,1115,I20,T08,S30,D
E0778,1115,I20,T08,S30,A+
E0796,1115,I20,T08,S30,W
E0812,1115,I20,T08,S30,F
E1021,1115,I20,T08,S30,A
E1023,1115,I20,T08,S30,W
E1033,1115,I20,T08,S30,C+
E1039,1115,I20,T08,S30,C+
E1107,1115,I20,T08,S30,A
E1121,1115,I20,T08,S30,W
E1180,1115,I20,T08,S30,C+
E1263,1115,I20,T08,S30,WU
E1305,1115,I20,T08,S30,D
E1307,1115,I20,T08,S30,C
E1464,1115,I20,T08,S30,B
E1469,1115,I20,T08,S30,A+
E1541,1115,I20,T08,S30,C
E1543,1115,I20,T08,S30,B
E2207,1115,I20,T08,S30,W
E0006,1115,I08,T08,S31,F
E0021,1115,I08,T08,S31,W
E0078,1115,I08,T08,S31,D
E0106,1115,I08,T08,S31,D
E0160,1115,I08,T08,S31,B
E0223,1115,I08,T08,S31,D
E0417,1115,I08,T08,S31,A
E0621,1115,I08,T08,S31,W
E0694,1115,I08,T08,S31,W
E0703,1115,I08,T08,S31,C
E0753,1115,I08,T08,S31,F
E0764,1115,I08,T08,S31,D
E0855,1115,I08,T08,S31,F
E0885,1115,I08,T08,S31,C
E1009,1115,I08,T08,S31,D
E1052,1115,I08,T08,S31,C
E1053,1115,I08,T08,S31,C
E1188,1115,I08,T08,S31,A
E1247,1115,I08,T08,S31,C
E1310,1115,I08,T08,S31,F
E1333,1115,I08,T08,S31,F
E1493,1115,I08,T08,S31,A
E1494,1115,I08,T08,S31,C
E1559,1115,I08,T08,S31,A
E1574,1115,I08,T08,S31,F
E1592,1115,I08,T08,S31,D
E1618,1115,I08,T08,S31,F
E1702,1115,I08,T08,S31,B
E2016,1115,I08,T08,S31,A
E2191,1115,I08,T08,S31,D
E0018,1115,I02,T08,S34,W
E0026,1115,I02,T08,S34,C
E0156,1115,I02,T08,S34,W
E0230,1115,I02,T08,S34,C
E0384,1115,I02,T08,S34,W
E0461,1115,I02,T08,S34,F
E0512,1115,I02,T08,S34,W
E0573,1115,I02,T08,S34,W
E0710,1115,I02,T08,S34,F
E0802,1115,I02,T08,S34,A
E0905,1115,I02,T08,S34,W
E0908,1115,I02,T08,S34,F
E1024,1115,I02,T08,S34,F
E1025,1115,I02,T08,S34,F
E1145,1115,I02,T08,S34,B
E1171,1115,I02,T08,S34,F
E1242,1115,I02,T08,S34,C
E1249,1115,I02,T08,S34,B
E1271,1115,I02,T08,S34,A
E1371,1115,I02,T08,S34,F
E1400,1115,I02,T08,S34,B+
E1557,1115,I02,T08,S34,F
E1581,1115,I02,T08,S34,F
E1654,1115,I02,T08,S34,F
E1655,1115,I02,T08,S34,W
E1723,1115,I02,T08,S34,F
E1824,1115,I02,T08,S34,F
E1838,1115,I02,T08,S34,B
E1987,1115,I02,T08,S34,F
E2110,1115,I02,T08,S34,D
E0004,1115,I12,T09,S09,A
E0125,1115,I12,T09,S09,WU
E0464,1115,I12,T09,S09,C+
E0497,1115,I12,T09,S09,WU
E0550,1115,I12,T09,S09,B+
E0651,1115,I12,T09,S09,C
E0668,1115,I12,T09,S09,A-
E0675,1115,I12,T09,S09,F
E0915,1115,I12,T09,S09,C
E1048,1115,I12,T09,S09,A
E1129,1115,I12,T09,S09,F
E1221,1115,I12,T09,S09,W
E1248,1115,I12,T09,S09,D
E1256,1115,I12,T09,S09,B+
E1267,1115,I12,T09,S09,C+
E1324,1115,I12,T09,S09,A+
E1409,1115,I12,T09,S09,B
E1417,1115,I12,T09,S09,D
E1440,1115,I12,T09,S09,C-
E1560,1115,I12,T09,S09,F
E1564,1115,I12,T09,S09,D
E1717,1115,I12,T09,S09,D
E1771,1115,I12,T09,S09,F
E1861,1115,I12,T09,S09,A
E2013,1115,I12,T09,S09,F
E2070,1115,I12,T09,S09,W
E2159,1115,I12,T09,S09,B
E2161,1115,I12,T09,S09,D
E2199,1115,I12,T09,S09,WU
E0075,1115,I18,T09,S12,B
E0132,1115,I18,T09,S12,W
E0194,1115,I18,T09,S12,D
E0240,1115,I18,T09,S12,B-
E0430,1115,I18,T09,S12,A
E0432,1115,I18,T09,S12,A-
E0433,1115,I18,T09,S12,D
E0469,1115,I18,T09,S12,D
E0567,1115,I18,T09,S12,B
E0664,1115,I18,T09,S12,B+
E0714,1115,I18,T09,S12,C+
E0861,1115,I18,T09,S12,F
E0984,1115,I18,T09,S12,F
E1179,1115,I18,T09,S12,F
E1186,1115,I18,T09,S12,A
E1190,1115,I18,T09,S12,D
E1236,1115,I18,T09,S12,W
E1378,1115,I18,T09,S12,C-
E1674,1115,I18,T09,S12,F
E1752,1115,I18,T09,S12,WD
E1773,1115,I18,T09,S12,C
E1837,1115,I18,T09,S12,W
E1977,1115,I18,T09,S12,WU
E1986,1115,I18,T09,S12,C
E2066,1115,I18,T09,S12,A
E2166,1115,I18,T09,S12,F
E2211,1115,I18,T09,S12,B
E2221,1115,I18,T09,S12,WU
E2225,1115,I18,T09,S12,A
E2248,1115,I18,T09,S12,B+
E0010,1115,I28,T09,S15,W
E0024,1115,I28,T09,S15,WU
E0198,1115,I28,T09,S15,A+
E0213,1115,I28,T09,S15,WD
E0262,1115,I28,T09,S15,W
E0316,1115,I28,T09,S15,W
E0354,1115,I28,T09,S15,A
E0385,1115,I28,T09,S15,D
E0485,1115,I28,T09,S15,C
E0523,1115,I28,T09,S15,C
E0728,1115,I28,T09,S15,W
E0771,1115,I28,T09,S15,W
E0855,1115,I28,T09,S15,F
E0986,1115,I28,T09,S15,F
E1025,1115,I28,T09,S15,B
E1071,1115,I28,T09,S15,F
E1169,1115,I28,T09,S15,F
E1181,1115,I28,T09,S15,F
E1264,1115,I28,T09,S15,W
E1270,1115,I28,T09,S15,A-
E1276,1115,I28,T09,S15,WD
E1589,1115,I28,T09,S15,F
E0019,1115,I04,T09,S17,C+
E0371,1115,I04,T09,S17,F
E0453,1115,I04,T09,S17,B
E1054,1115,I04,T09,S17,C-
E1174,1115,I04,T09,S17,W
E1269,1115,I04,T09,S17,F
E1309,1115,I04,T09,S17,F
E1339,1115,I04,T09,S17,F
E1340,1115,I04,T09,S17,B
E1364,1115,I04,T09,S17,F
E1377,1115,I04,T09,S17,F
E1399,1115,I04,T09,S17,F
E1407,1115,I04,T09,S17,C
E1412,1115,I04,T09,S17,C-
E1419,1115,I04,T09,S17,D-
E1423,1115,I04,T09,S17,B
E1430,1115,I04,T09,S17,W
E1527,1115,I04,T09,S17,W
E1550,1115,I04,T09,S17,F
E1656,1115,I04,T09,S17,WU
E1701,1115,I04,T09,S17,F
E1727,1115,I04,T09,S17,D-
E1728,1115,I04,T09,S17,C
E1804,1115,I04,T09,S17,A-
E1855,1115,I04,T09,S17,WU
E1999,1115,I04,T09,S17,A+
E2011,1115,I04,T09,S17,C
E2023,1115,I04,T09,S17,A-
E2080,1115,I04,T09,S17,B-
E2154,1115,I04,T09,S17,W
E0083,1115,I28,T09,S18,C
E0341,1115,I28,T09,S18,W
E0383,1115,I28,T09,S18,W
E0457,1115,I28,T09,S18,A
E0526,1115,I28,T09,S18,F
E0676,1115,I28,T09,S18,W
E0892,1115,I28,T09,S18,D
E0913,1115,I28,T09,S18,B
E0924,1115,I28,T09,S18,B
E1272,1115,I28,T09,S18,F
E1319,1115,I28,T09,S18,W
E1349,1115,I28,T09,S18,F
E1358,1115,I28,T09,S18,W
E1426,1115,I28,T09,S18,C
E1429,1115,I28,T09,S18,F
E1525,1115,I28,T09,S18,F
E1710,1115,I28,T09,S18,W
E1725,1115,I28,T09,S18,W
E1726,1115,I28,T09,S18,W
E1966,1115,I28,T09,S18,W
E2020,1115,I28,T09,S18,D
E2056,1115,I28,T09,S18,W
E2065,1115,I28,T09,S18,F
E2075,1115,I28,T09,S18,B
E2096,1115,I28,T09,S18,A
E2127,1115,I28,T09,S18,W
E2129,1115,I28,T09,S18,B-
E2136,1115,I28,T09,S18,F
E2186,1115,I28,T09,S18,W
E2207,1115,I28,T09,S18,W
E0062,1115,I22,T09,S19,C
E0101,1115,I22,T09,S19,F
E0150,1115,I22,T09,S19,W
E0323,1115,I22,T09,S19,B
E0406,1115,I22,T09,S19,P
E0407,1115,I22,T09,S19,A-
E0493,1115,I22,T09,S19,B
E0522,1115,I22,T09,S19,A
E0583,1115,I22,T09,S19,A-
E0722,1115,I22,T09,S19,C
E0729,1115,I22,T09,S19,B
E0803,1115,I22,T09,S19,B-
E0889,1115,I22,T09,S19,F
E1020,1115,I22,T09,S19,A-
E1104,1115,I22,T09,S19,B
E1154,1115,I22,T09,S19,A+
E1171,1115,I22,T09,S19,F
E1237,1115,I22,T09,S19,A
E1356,1115,I22,T09,S19,A-
E1382,1115,I22,T09,S19,A-
E1461,1115,I22,T09,S19,B-
E1593,1115,I22,T09,S19,B
E1708,1115,I22,T09,S19,B
E1790,1115,I22,T09,S19,B-
E1996,1115,I22,T09,S19,C
E2072,1115,I22,T09,S19,B
E2077,1115,I22,T09,S19,B
E2087,1115,I22,T09,S19,A
E2138,1115,I22,T09,S19,A
E2232,1115,I22,T09,S19,B-
E0011,1115,I20,T09,S20,W
E0020,1115,I20,T09,S20,F
E0182,1115,I20,T09,S20,F
E0375,1115,I20,T09,S20,C
E0416,1115,I20,T09,S20,W
E0513,1115,I20,T09,S20,W
E0560,1115,I20,T09,S20,W
E0705,1115,I20,T09,S20,B+
E0799,1115,I20,T09,S20,B+
E0822,1115,I20,T09,S20,C+
E0851,1115,I20,T09,S20,F
E0858,1115,I20,T09,S20,F
E0988,1115,I20,T09,S20,W
E1008,1115,I20,T09,S20,A
E1016,1115,I20,T09,S20,C
E1019,1115,I20,T09,S20,B-
E1080,1115,I20,T09,S20,WU
E1166,1115,I20,T09,S20,F
E1176,1115,I20,T09,S20,B+
E1223,1115,I20,T09,S20,F
E1274,1115,I20,T09,S20,A-
E1389,1115,I20,T09,S20,A
E1445,1115,I20,T09,S20,W
E1463,1115,I20,T09,S20,A
E1478,1115,I20,T09,S20,A
E1536,1115,I20,T09,S20,F
E1578,1115,I20,T09,S20,C
E2092,1115,I20,T09,S20,F
E2196,1115,I20,T09,S20,A
E2198,1115,I20,T09,S20,FIN
E0025,1115,I01,T09,S27,WD
E0307,1115,I01,T09,S27,WD
E0346,1115,I01,T09,S27,A+
E0444,1115,I01,T09,S27,W
E0445,1115,I01,T09,S27,W
E0472,1115,I01,T09,S27,F
E0589,1115,I01,T09,S27,B
E0634,1115,I01,T09,S27,A
E0637,1115,I01,T09,S27,F
E0713,1115,I01,T09,S27,B
E0742,1115,I01,T09,S27,B
E0907,1115,I01,T09,S27,D
E0990,1115,I01,T09,S27,C+
E1024,1115,I01,T09,S27,F
E1056,1115,I01,T09,S27,D
E1191,1115,I01,T09,S27,A
E1251,1115,I01,T09,S27,D
E1342,1115,I01,T09,S27,W
E1353,1115,I01,T09,S27,C
E1404,1115,I01,T09,S27,B+
E1535,1115,I01,T09,S27,A+
E1668,1115,I01,T09,S27,W
E1682,1115,I01,T09,S27,F
E1848,1115,I01,T09,S27,F
E1987,1115,I01,T09,S27,D
E2078,1115,I01,T09,S27,A+
E2214,1115,I01,T09,S27,A+
E0226,1115,I16,T09,S28,C
E0277,1115,I16,T09,S28,W
E0381,1115,I16,T09,S28,W
E0491,1115,I16,T09,S28,C
E0763,1115,I16,T09,S28,B
E0950,1115,I16,T09,S28,WN
E0959,1115,I16,T09,S28,F
E0986,1115,I16,T09,S28,F
E1001,1115,I16,T09,S28,F
E1022,1115,I16,T09,S28,A
E1057,1115,I16,T09,S28,F
E1120,1115,I16,T09,S28,A
E1173,1115,I16,T09,S28,F
E1284,1115,I16,T09,S28,C
E1317,1115,I16,T09,S28,W
E1333,1115,I16,T09,S28,D
E1344,1115,I16,T09,S28,A
E1401,1115,I16,T09,S28,F
E1411,1115,I16,T09,S28,F
E1420,1115,I16,T09,S28,B
E1471,1115,I16,T09,S28,F
E1720,1115,I16,T09,S28,A
E1813,1115,I16,T09,S28,D
E1993,1115,I16,T09,S28,F
E2009,1115,I16,T09,S28,WU
E2067,1115,I16,T09,S28,F
E2079,1115,I16,T09,S28,W
E2160,1115,I16,T09,S28,F
E0262,1115,I14,T09,S29,C-
E0370,1115,I14,T09,S29,B+
E0673,1115,I14,T09,S29,D
E0936,1115,I14,T09,S29,F
E1196,1115,I14,T09,S29,A
E1209,1115,I14,T09,S29,B+
E1361,1115,I14,T09,S29,C
E1403,1115,I14,T09,S29,B+
E1433,1115,I14,T09,S29,B+
E1441,1115,I14,T09,S29,D+
E1452,1115,I14,T09,S29,C
E1524,1115,I14,T09,S29,D-
E1676,1115,I14,T09,S29,A-
E1722,1115,I14,T09,S29,F
E1730,1115,I14,T09,S29,F
E1736,1115,I14,T09,S29,A-
E1962,1115,I14,T09,S29,W
E1981,1115,I14,T09,S29,F
E2014,1115,I14,T09,S29,C
E2033,1115,I14,T09,S29,B+
E2053,1115,I14,T09,S29,B-
E2069,1115,I14,T09,S29,C
E2085,1115,I14,T09,S29,F
E2094,1115,I14,T09,S29,C
E2109,1115,I14,T09,S29,C
E2157,1115,I14,T09,S29,D
E2201,1115,I14,T09,S29,W
E2203,1115,I14,T09,S29,A
E2226,1115,I14,T09,S29,A-
E0572,1115,I08,T09,S30,D
E0876,1115,I08,T09,S30,W
E1038,1115,I08,T09,S30,F
E1102,1115,I08,T09,S30,WU
E1181,1115,I08,T09,S30,F
E1234,1115,I08,T09,S30,C
E1266,1115,I08,T09,S30,AUD
E1322,1115,I08,T09,S30,F
E1345,1115,I08,T09,S30,F
E1365,1115,I08,T09,S30,WD
E1396,1115,I08,T09,S30,W
E1424,1115,I08,T09,S30,C
E1573,1115,I08,T09,S30,W
E1580,1115,I08,T09,S30,C
E1622,1115,I08,T09,S30,D
E1678,1115,I08,T09,S30,B
E1831,1115,I08,T09,S30,WU
E2003,1115,I08,T09,S30,F
E2008,1115,I08,T09,S30,C
E2017,1115,I08,T09,S30,F
E2032,1115,I08,T09,S30,A
E2047,1115,I08,T09,S30,F
E2068,1115,I08,T09,S30,F
E2083,1115,I08,T09,S30,C
E2088,1115,I08,T09,S30,F
E2090,1115,I08,T09,S30,B
E2120,1115,I08,T09,S30,F
E2130,1115,I08,T09,S30,A+
E2164,1115,I08,T09,S30,C
E2171,1115,I08,T09,S30,B
E0007,1115,I08,T09,S31,C
E0076,1115,I08,T09,S31,F
E0145,1115,I08,T09,S31,W
E0163,1115,I08,T09,S31,F
E0331,1115,I08,T09,S31,WU
E0348,1115,I08,T09,S31,C
E0537,1115,I08,T09,S31,D
E0691,1115,I08,T09,S31,C
E0750,1115,I08,T09,S31,W
E0848,1115,I08,T09,S31,C
E0853,1115,I08,T09,S31,F
E1055,1115,I08,T09,S31,W
E1093,1115,I08,T09,S31,A
E1156,1115,I08,T09,S31,W
E1213,1115,I08,T09,S31,WD
E1402,1115,I08,T09,S31,B
E1408,1115,I08,T09,S31,A
E1522,1115,I08,T09,S31,WU
E1529,1115,I08,T09,S31,WU
E1557,1115,I08,T09,S31,F
E1801,1115,I08,T09,S31,C
E1852,1115,I08,T09,S31,A+
E1979,1115,I08,T09,S31,W
E1983,1115,I08,T09,S31,A
E2002,1115,I08,T09,S31,F
E2045,1115,I08,T09,S31,A
E2091,1115,I08,T09,S31,W
E2097,1115,I08,T09,S31,D
E2188,1115,I08,T09,S31,A
E2195,1115,I08,T09,S31,A
E0159,1115,I28,T11,S01,W
E0170,1115,I28,T11,S01,W
E0262,1115,I28,T11,S01,B
E0365,1115,I28,T11,S01,D
E0861,1115,I28,T11,S01,F
E0865,1115,I28,T11,S01,F
E0892,1115,I28,T11,S01,C+
E0907,1115,I28,T11,S01,F
E1102,1115,I28,T11,S01,F
E1411,1115,I28,T11,S01,A
E1419,1115,I28,T11,S01,D
E1523,1115,I28,T11,S01,A
E1613,1115,I28,T11,S01,F
E1667,1115,I28,T11,S01,W
E1674,1115,I28,T11,S01,W
E1834,1115,I28,T11,S01,C
E2147,1115,I28,T11,S01,F
E2251,1115,I28,T11,S01,F
E2582,1115,I28,T11,S01,D
E2587,1115,I28,T11,S01,A
E2591,1115,I28,T11,S01,B
E2593,1115,I28,T11,S01,A
E0132,1115,I16,T11,S05,F
E0241,1115,I16,T11,S05,C
E0345,1115,I16,T11,S05,W
E0371,1115,I16,T11,S05,W
E0511,1115,I16,T11,S05,F
E0750,1115,I16,T11,S05,W
E0757,1115,I16,T11,S05,F
E0795,1115,I16,T11,S05,F
E0811,1115,I16,T11,S05,WN
E0916,1115,I16,T11,S05,A
E1009,1115,I16,T11,S05,C
E1050,1115,I16,T11,S05,B
E1057,1115,I16,T11,S05,A
E1332,1115,I16,T11,S05,W
E1364,1115,I16,T11,S05,A
E1377,1115,I16,T11,S05,F
E1396,1115,I16,T11,S05,W
E1982,1115,I16,T11,S05,C
E2021,1115,I16,T11,S05,A
E2151,1115,I16,T11,S05,F
E2199,1115,I16,T11,S05,B
E2205,1115,I16,T11,S05,A
E0025,1115,I12,T12,S09,W
E0103,1115,I12,T12,S09,W
E0121,1115,I12,T12,S09,A
E0173,1115,I12,T12,S09,F
E0215,1115,I12,T12,S09,A
E0392,1115,I12,T12,S09,B
E0412,1115,I12,T12,S09,B-
E0459,1115,I12,T12,S09,W
E0509,1115,I12,T12,S09,W
E0512,1115,I12,T12,S09,W
E0513,1115,I12,T12,S09,A
E0532,1115,I12,T12,S09,F
E0554,1115,I12,T12,S09,B
E0570,1115,I12,T12,S09,F
E0679,1115,I12,T12,S09,W
E0712,1115,I12,T12,S09,F
E0959,1115,I12,T12,S09,B
E1040,1115,I12,T12,S09,B
E1115,1115,I12,T12,S09,B
E1183,1115,I12,T12,S09,B
E1264,1115,I12,T12,S09,C+
E1398,1115,I12,T12,S09,F
E1712,1115,I12,T12,S09,F
E1718,1115,I12,T12,S09,A
E1991,1115,I12,T12,S09,F
E1994,1115,I12,T12,S09,F
E2112,1115,I12,T12,S09,C
E2154,1115,I12,T12,S09,B
E2219,1115,I12,T12,S09,A
E2606,1115,I12,T12,S09,W
E0085,1115,I18,T12,S12,C
E0155,1115,I18,T12,S12,B
E0182,1115,I18,T12,S12,F
E0210,1115,I18,T12,S12,B
E0237,1115,I18,T12,S12,A
E0258,1115,I18,T12,S12,C
E0351,1115,I18,T12,S12,W
E0371,1115,I18,T12,S12,B
E0399,1115,I18,T12,S12,D
E0426,1115,I18,T12,S12,C
E0444,1115,I18,T12,S12,C
E0510,1115,I18,T12,S12,D
E0537,1115,I18,T12,S12,D+
E0609,1115,I18,T12,S12,B
E0829,1115,I18,T12,S12,A-
E0870,1115,I18,T12,S12,B
E1007,1115,I18,T12,S12,W
E1259,1115,I18,T12,S12,A
E1363,1115,I18,T12,S12,WU
E1470,1115,I18,T12,S12,B-
E1643,1115,I18,T12,S12,A
E2114,1115,I18,T12,S12,D+
E2128,1115,I18,T12,S12,D
E2241,1115,I18,T12,S12,W
E2349,1115,I18,T12,S12,A-
E2393,1115,I18,T12,S12,C
E2520,1115,I18,T12,S12,D
E2579,1115,I18,T12,S12,F
E2583,1115,I18,T12,S12,B
E2611,1115,I18,T12,S12,B+
E0130,1115,I14,T12,S16,C
E0140,1115,I14,T12,S16,WD
E0400,1115,I14,T12,S16,C-
E0587,1115,I14,T12,S16,A-
E0607,1115,I14,T12,S16,A-
E0673,1115,I14,T12,S16,B-
E0734,1115,I14,T12,S16,C+
E0936,1115,I14,T12,S16,B
E0967,1115,I14,T12,S16,A-
E1102,1115,I14,T12,S16,C
E1109,1115,I14,T12,S16,C
E1218,1115,I14,T12,S16,C-
E1227,1115,I14,T12,S16,WD
E1320,1115,I14,T12,S16,B-
E1336,1115,I14,T12,S16,W
E1515,1115,I14,T12,S16,B-
E1548,1115,I14,T12,S16,F
E1654,1115,I14,T12,S16,B
E1703,1115,I14,T12,S16,C
E1889,1115,I14,T12,S16,F
E1914,1115,I14,T12,S16,B-
E1924,1115,I14,T12,S16,B
E2076,1115,I14,T12,S16,B-
E2160,1115,I14,T12,S16,B+
E2252,1115,I14,T12,S16,A-
E2282,1115,I14,T12,S16,C
E2337,1115,I14,T12,S16,A-
E2340,1115,I14,T12,S16,A-
E2362,1115,I14,T12,S16,B+
E2416,1115,I14,T12,S16,C
E0150,1115,I21,T12,S19,WD
E0483,1115,I21,T12,S19,C
E0596,1115,I21,T12,S19,A+
E0738,1115,I21,T12,S19,F
E0753,1115,I21,T12,S19,F
E0841,1115,I21,T12,S19,W
E0928,1115,I21,T12,S19,C
E0973,1115,I21,T12,S19,F
E0976,1115,I21,T12,S19,D
E1002,1115,I21,T12,S19,W
E1225,1115,I21,T12,S19,C+
E1325,1115,I21,T12,S19,C+
E1330,1115,I21,T12,S19,F
E1357,1115,I21,T12,S19,WD
E1421,1115,I21,T12,S19,B
E1427,1115,I21,T12,S19,B-
E1438,1115,I21,T12,S19,F
E1450,1115,I21,T12,S19,B
E1451,1115,I21,T12,S19,W
E1527,1115,I21,T12,S19,WD
E1628,1115,I21,T12,S19,B
E1644,1115,I21,T12,S19,B-
E1721,1115,I21,T12,S19,WU
E1783,1115,I21,T12,S19,C
E1788,1115,I21,T12,S19,F
E1835,1115,I21,T12,S19,B+
E2004,1115,I21,T12,S19,C
E2035,1115,I21,T12,S19,C
E2062,1115,I21,T12,S19,A
E2278,1115,I21,T12,S19,F
E0024,1115,I20,T12,S20,B
E0422,1115,I20,T12,S20,W
E0527,1115,I20,T12,S20,A-
E0665,1115,I20,T12,S20,C-
E0854,1115,I20,T12,S20,W
E0879,1115,I20,T12,S20,F
E0903,1115,I20,T12,S20,A-
E0932,1115,I20,T12,S20,A-
E0972,1115,I20,T12,S20,WD
E0999,1115,I20,T12,S20,B-
E1030,1115,I20,T12,S20,F
E1164,1115,I20,T12,S20,F
E1238,1115,I20,T12,S20,C-
E1314,1115,I20,T12,S20,WD
E1319,1115,I20,T12,S20,B+
E1338,1115,I20,T12,S20,W
E1365,1115,I20,T12,S20,F
E1367,1115,I20,T12,S20,D
E1390,1115,I20,T12,S20,C
E1445,1115,I20,T12,S20,B+
E1448,1115,I20,T12,S20,WD
E1664,1115,I20,T12,S20,F
E1701,1115,I20,T12,S20,F
E1711,1115,I20,T12,S20,W
E1989,1115,I20,T12,S20,A+
E2003,1115,I20,T12,S20,B
E2048,1115,I20,T12,S20,W
E2057,1115,I20,T12,S20,W
E2103,1115,I20,T12,S20,C-
E2257,1115,I20,T12,S20,A+
E0342,1115,I04,T12,S21,F
E0383,1115,I04,T12,S21,C
E0386,1115,I04,T12,S21,A-
E0864,1115,I04,T12,S21,D-
E0949,1115,I04,T12,S21,C-
E1006,1115,I04,T12,S21,F
E1088,1115,I04,T12,S21,W
E1155,1115,I04,T12,S21,C-
E1216,1115,I04,T12,S21,WD
E1455,1115,I04,T12,S21,F
E1613,1115,I04,T12,S21,WU
E1633,1115,I04,T12,S21,F
E1713,1115,I04,T12,S21,A
E1851,1115,I04,T12,S21,C
E1890,1115,I04,T12,S21,WU
E1901,1115,I04,T12,S21,C
E1912,1115,I04,T12,S21,A-
E1916,1115,I04,T12,S21,B+
E1920,1115,I04,T12,S21,W
E1929,1115,I04,T12,S21,F
E1939,1115,I04,T12,S21,W
E2042,1115,I04,T12,S21,W
E2074,1115,I04,T12,S21,F
E2131,1115,I04,T12,S21,C-
E2238,1115,I04,T12,S21,WU
E2305,1115,I04,T12,S21,W
E2352,1115,I04,T12,S21,WU
E2385,1115,I04,T12,S21,WU
E2550,1115,I04,T12,S21,C
E0049,1115,I28,T12,S22,W
E0101,1115,I28,T12,S22,F
E0474,1115,I28,T12,S22,A
E0672,1115,I28,T12,S22,W
