emplid,courseno,instructorid,termid,sectionid,grade
E1963,3115,I19,T13,S14,NC
E1978,3115,I19,T13,S14,A
E2003,3115,I19,T13,S14,B-
E2006,3115,I19,T13,S14,C
E2147,3115,I19,T13,S14,B
E2158,3115,I19,T13,S14,A
E2193,3115,I19,T13,S14,CR
E2219,3115,I19,T13,S14,A-
E2302,3115,I19,T13,S14,A
E2349,3115,I19,T13,S14,B-
E2408,3115,I19,T13,S14,A
E2550,3115,I19,T13,S14,CR
E2582,3115,I19,T13,S14,WU
E0007,3115,I27,T13,S24,W
E0120,3115,I27,T13,S24,B+
E0176,3115,I27,T13,S24,A
E0203,3115,I27,T13,S24,A-
E0309,3115,I27,T13,S24,A
E0474,3115,I27,T13,S24,A
E0483,3115,I27,T13,S24,B
E0740,3115,I27,T13,S24,B+
E0967,3115,I27,T13,S24,B+
E1117,3115,I27,T13,S24,B
E1177,3115,I27,T13,S24,F
E1196,3115,I27,T13,S24,A
E1259,3115,I27,T13,S24,A
E1361,3115,I27,T13,S24,NC
E1583,3115,I27,T13,S24,B
E1654,3115,I27,T13,S24,B
E1713,3115,I27,T13,S24,A
E1761,3115,I27,T13,S24,A
E1790,3115,I27,T13,S24,A-
E1868,3115,I27,T13,S24,A
E1900,3115,I27,T13,S24,B
E1901,3115,I27,T13,S24,B+
E1912,3115,I27,T13,S24,A
E2031,3115,I27,T13,S24,A-
E2050,3115,I27,T13,S24,A+
E2100,3115,I27,T13,S24,A-
E2255,3115,I27,T13,S24,A-
E2346,3115,I27,T13,S24,A
E2347,3115,I27,T13,S24,A-
E2350,3115,I27,T13,S24,A+
E2360,3115,I27,T13,S24,NC
E2362,3115,I27,T13,S24,A-
E2387,3115,I27,T13,S24,A
E2404,3115,I27,T13,S24,A-
E2418,3115,I27,T13,S24,A
E0245,3115,I19,T13,S26,B
E0370,3115,I19,T13,S26,CR
E0463,3115,I19,T13,S26,F
E0513,3115,I19,T13,S26,NC
E0662,3115,I19,T13,S26,FIN
E0910,3115,I19,T13,S26,CR
E0936,3115,I19,T13,S26,B-
E1000,3115,I19,T13,S26,B-
E1010,3115,I19,T13,S26,C
E1027,3115,I19,T13,S26,B
E1043,3115,I19,T13,S26,A
E1209,3115,I19,T13,S26,C
E1325,3115,I19,T13,S26,B
E1427,3115,I19,T13,S26,A
E1437,3115,I19,T13,S26,A
E1445,3115,I19,T13,S26,A-
E1628,3115,I19,T13,S26,B+
E1672,3115,I19,T13,S26,B-
E1733,3115,I19,T13,S26,NC
E1740,3115,I19,T13,S26,A-
E1882,3115,I19,T13,S26,A-
E1916,3115,I19,T13,S26,B+
E1989,3115,I19,T13,S26,A+
E2005,3115,I19,T13,S26,A
E2053,3115,I19,T13,S26,A+
E2078,3115,I19,T13,S26,A
E2101,3115,I19,T13,S26,A
E2119,3115,I19,T13,S26,B
E2154,3115,I19,T13,S26,B
E2178,3115,I19,T13,S26,B
E2257,3115,I19,T13,S26,A
E2282,3115,I19,T13,S26,C+
E2291,3115,I19,T13,S26,A
E2375,3115,I19,T13,S26,A-
E2563,3115,I19,T13,S26,A-
E0121,3115,I15,T13,S31,A
E0565,3115,I15,T13,S31,CR
E0607,3115,I15,T13,S31,B
E0734,3115,I15,T13,S31,NC
E0763,3115,I15,T13,S31,CR
E0829,3115,I15,T13,S31,A-
E1109,3115,I15,T13,S31,NC
E1264,3115,I15,T13,S31,CR
E1313,3115,I15,T13,S31,A-
E1319,3115,I15,T13,S31,A-
E1340,3115,I15,T13,S31,B
E1348,3115,I15,T13,S31,A+
E1366,3115,I15,T13,S31,B-
E1376,3115,I15,T13,S31,A
E1401,3115,I15,T13,S31,CR
E1415,3115,I15,T13,S31,A
E1433,3115,I15,T13,S31,B-
E1487,3115,I15,T13,S31,B-
E1638,3115,I15,T13,S31,A+
E1656,3115,I15,T13,S31,A
E1741,3115,I15,T13,S31,A
E1823,3115,I15,T13,S31,A-
E1851,3115,I15,T13,S31,C
E1925,3115,I15,T13,S31,B-
E2002,3115,I15,T13,S31,CR
E2004,3115,I15,T13,S31,CR
E2037,3115,I15,T13,S31,NC
E2075,3115,I15,T13,S31,A-
E2081,3115,I15,T13,S31,A
E2097,3115,I15,T13,S31,B
E2112,3115,I15,T13,S31,NC
E2200,3115,I15,T13,S31,B
E2340,3115,I15,T13,S31,B+
E2366,3115,I15,T13,S31,B+
E2611,3115,I15,T13,S31,C
E0014,3115,I14,T15,S03,A+
E0034,3115,I14,T15,S03,W
E0186,3115,I14,T15,S03,A+
E0341,3115,I14,T15,S03,C
E0511,3115,I14,T15,S03,B
E0612,3115,I14,T15,S03,B+
E0666,3115,I14,T15,S03,A-
E0708,3115,I14,T15,S03,C+
E0749,3115,I14,T15,S03,A
E0807,3115,I14,T15,S03,B
E0874,3115,I14,T15,S03,A
E0907,3115,I14,T15,S03,B-
E0983,3115,I14,T15,S03,B
E0986,3115,I14,T15,S03,FIN
E1139,3115,I14,T15,S03,A
E1170,3115,I14,T15,S03,A+
E1618,3115,I14,T15,S03,A
E1630,3115,I14,T15,S03,A
E1703,3115,I14,T15,S03,B
E1751,3115,I14,T15,S03,A-
E1888,3115,I14,T15,S03,B+
E1930,3115,I14,T15,S03,A
E2087,3115,I14,T15,S03,B
E2120,3115,I14,T15,S03,C-
E2144,3115,I14,T15,S03,C-
E2177,3115,I14,T15,S03,C
E2265,3115,I14,T15,S03,A
E2278,3115,I14,T15,S03,B
E2533,3115,I14,T15,S03,A
E2538,3115,I14,T15,S03,A-
E0098,3115,I19,T16,S11,B
E0144,3115,I19,T16,S11,A
E0153,3115,I19,T16,S11,C+
E0272,3115,I19,T16,S11,B
E0312,3115,I19,T16,S11,A
E0409,3115,I19,T16,S11,WU
E0428,3115,I19,T16,S11,B+
E0447,3115,I19,T16,S11,W
E0533,3115,I19,T16,S11,WN
E0722,3115,I19,T16,S11,B-
E0814,3115,I19,T16,S11,A-
E0870,3115,I19,T16,S11,B-
E0990,3115,I19,T16,S11,B+
E1341,3115,I19,T16,S11,B
E1416,3115,I19,T16,S11,A-
E1480,3115,I19,T16,S11,A+
E1609,3115,I19,T16,S11,B+
E1715,3115,I19,T16,S11,C
E1850,3115,I19,T16,S11,A-
E1952,3115,I19,T16,S11,A
E1992,3115,I19,T16,S11,B+
E2034,3115,I19,T16,S11,A+
E2204,3115,I19,T16,S11,C
E2250,3115,I19,T16,S11,B+
E2258,3115,I19,T16,S11,B
E2359,3115,I19,T16,S11,A
E2373,3115,I19,T16,S11,B
E2374,3115,I19,T16,S11,A+
E2414,3115,I19,T16,S11,B+
E2529,3115,I19,T16,S11,A+
E2530,3115,I19,T16,S11,A+
E2590,3115,I19,T16,S11,A+
E2605,3115,I19,T16,S11,A
E2651,3115,I19,T16,S11,A
E2791,3115,I19,T16,S11,B+
E0010,3115,I15,T16,S14,F
E0034,3115,I15,T16,S14,WD
E0079,3115,I15,T16,S14,W
E0101,3115,I15,T16,S14,W
E0127,3115,I15,T16,S14,W
E0264,3115,I15,T16,S14,B+
E0323,3115,I15,T16,S14,W
E0593,3115,I15,T16,S14,W
E0642,3115,I15,T16,S14,A+
E0713,3115,I15,T16,S14,A-
E0734,3115,I15,T16,S14,WD
E0899,3115,I15,T16,S14,B
E1020,3115,I15,T16,S14,A-
E1109,3115,I15,T16,S14,F
E1446,3115,I15,T16,S14,F
E1513,3115,I15,T16,S14,W
E1528,3115,I15,T16,S14,F
E1577,3115,I15,T16,S14,D+
E1625,3115,I15,T16,S14,A+
E1633,3115,I15,T16,S14,D-
E1635,3115,I15,T16,S14,A+
E1709,3115,I15,T16,S14,A+
E1774,3115,I15,T16,S14,F
E1854,3115,I15,T16,S14,W
E1887,3115,I15,T16,S14,D-
E1910,3115,I15,T16,S14,A+
E2039,3115,I15,T16,S14,W
E2071,3115,I15,T16,S14,D
E2114,3115,I15,T16,S14,A
E2143,3115,I15,T16,S14,F
E2351,3115,I15,T16,S14,D-
E2536,3115,I15,T16,S14,A-
E2558,3115,I15,T16,S14,A
E2583,3115,I15,T16,S14,W
E2672,3115,I15,T16,S14,A+
E0027,3115,I27,T16,S23,B+
E0137,3115,I27,T16,S23,A-
E0330,3115,I27,T16,S23,A
E0475,3115,I27,T16,S23,A
E0695,3115,I27,T16,S23,A-
E0929,3115,I27,T16,S23,B
E0931,3115,I27,T16,S23,B-
E1083,3115,I27,T16,S23,A
E1164,3115,I27,T16,S23,B+
E1321,3115,I27,T16,S23,A
E1322,3115,I27,T16,S23,B
E1330,3115,I27,T16,S23,A
E1365,3115,I27,T16,S23,B+
E1367,3115,I27,T16,S23,B+
E1390,3115,I27,T16,S23,A-
E1425,3115,I27,T16,S23,B+
E1428,3115,I27,T16,S23,B-
E1642,3115,I27,T16,S23,B+
E1696,3115,I27,T16,S23,A
E1728,3115,I27,T16,S23,B
E1770,3115,I27,T16,S23,A-
E1878,3115,I27,T16,S23,B+
E1917,3115,I27,T16,S23,A
E1965,3115,I27,T16,S23,B-
E2051,3115,I27,T16,S23,B
E2159,3115,I27,T16,S23,A-
E2251,3115,I27,T16,S23,W
E2300,3115,I27,T16,S23,A
E2354,3115,I27,T16,S23,A
E2363,3115,I27,T16,S23,A
E2381,3115,I27,T16,S23,A
E2561,3115,I27,T16,S23,B
E2562,3115,I27,T16,S23,A
E2619,3115,I27,T16,S23,A
E2783,3115,I27,T16,S23,A
E0047,3115,I21,T16,S26,A
E0253,3115,I21,T16,S26,C
E0307,3115,I21,T16,S26,B+
E0374,3115,I21,T16,S26,W
E0526,3115,I21,T16,S26,C
E1137,3115,I21,T16,S26,B
E1379,3115,I21,T16,S26,A
E1410,3115,I21,T16,S26,B-
E1434,3115,I21,T16,S26,C
E1438,3115,I21,T16,S26,C+
E1439,3115,I21,T16,S26,C
E1527,3115,I21,T16,S26,W
E1539,3115,I21,T16,S26,C
E1544,3115,I21,T16,S26,B+
E1678,3115,I21,T16,S26,WD
E1717,3115,I21,T16,S26,B-
E1719,3115,I21,T16,S26,B
E1798,3115,I21,T16,S26,A+
E1896,3115,I21,T16,S26,W
E1985,3115,I21,T16,S26,C
E1990,3115,I21,T16,S26,A
E2015,3115,I21,T16,S26,A-
E2072,3115,I21,T16,S26,W
E2076,3115,I21,T16,S26,W
E2084,3115,I21,T16,S26,F
E2133,3115,I21,T16,S26,F
E2149,3115,I21,T16,S26,B
E2245,3115,I21,T16,S26,F
E2256,3115,I21,T16,S26,A-
E2318,3115,I21,T16,S26,W
E2320,3115,I21,T16,S26,W
E2365,3115,I21,T16,S26,F
E2370,3115,I21,T16,S26,B
E2371,3115,I21,T16,S26,A
E2680,3115,I21,T16,S26,A+
E0463,3115,I06,T16,S31,W
E0553,3115,I06,T16,S31,A+
E0561,3115,I06,T16,S31,B+
E1193,3115,I06,T16,S31,B
E1402,3115,I06,T16,S31,D
E1436,3115,I06,T16,S31,C
E1622,3115,I06,T16,S31,C
E1627,3115,I06,T16,S31,WD
E1716,3115,I06,T16,S31,C
E1764,3115,I06,T16,S31,D
E1772,3115,I06,T16,S31,B-
E1781,3115,I06,T16,S31,D
E1792,3115,I06,T16,S31,B
E1894,3115,I06,T16,S31,A
E1937,3115,I06,T16,S31,B
E1955,3115,I06,T16,S31,B
E1962,3115,I06,T16,S31,W
E2038,3115,I06,T16,S31,W
E2120,3115,I06,T16,S31,C
E2165,3115,I06,T16,S31,F
E2259,3115,I06,T16,S31,B
E2292,3115,I06,T16,S31,A
E2314,3115,I06,T16,S31,B
E2328,3115,I06,T16,S31,C
E2329,3115,I06,T16,S31,C
E2333,3115,I06,T16,S31,C+
E2364,3115,I06,T16,S31,A-
E2386,3115,I06,T16,S31,B+
E2405,3115,I06,T16,S31,A
E2413,3115,I06,T16,S31,C
E2420,3115,I06,T16,S31,F
E2426,3115,I06,T16,S31,C
E2547,3115,I06,T16,S31,B
E2559,3115,I06,T16,S31,A
E2572,3115,I06,T16,S31,WD
E0024,3115,I19,T17,S11,C+
E0071,3115,I19,T17,S11,C+
E0074,3115,I19,T17,S11,A
E0096,3115,I19,T17,S11,C
E0631,3115,I19,T17,S11,A
E0810,3115,I19,T17,S11,A-
E0820,3115,I19,T17,S11,B
E1512,3115,I19,T17,S11,A-
E1692,3115,I19,T17,S11,C+
E1774,3115,I19,T17,S11,F
E1787,3115,I19,T17,S11,F
E2025,3115,I19,T17,S11,F
E2082,3115,I19,T17,S11,W
E2133,3115,I19,T17,S11,B-
E2163,3115,I19,T17,S11,B-
E2194,3115,I19,T17,S11,B-
E2272,3115,I19,T17,S11,B
E2277,3115,I19,T17,S11,B
E2306,3115,I19,T17,S11,D+
E2321,3115,I19,T17,S11,C
E2338,3115,I19,T17,S11,A+
E2384,3115,I19,T17,S11,A
E2440,3115,I19,T17,S11,C
E2443,3115,I19,T17,S11,A+
E2453,3115,I19,T17,S11,C+
E2473,3115,I19,T17,S11,B-
E2511,3115,I19,T17,S11,C+
E2542,3115,I19,T17,S11,B
E2574,3115,I19,T17,S11,A-
E2689,3115,I19,T17,S11,D-
E2691,3115,I19,T17,S11,C+
E2699,3115,I19,T17,S11,B
E2718,3115,I19,T17,S11,A
E2729,3115,I19,T17,S11,A
E2748,3115,I19,T17,S11,B
E0034,3115,I22,T17,S14,W
E0409,3115,I22,T17,S14,B-
E0433,3115,I22,T17,S14,W
E0652,3115,I22,T17,S14,W
E0959,3115,I22,T17,S14,B-
E1130,3115,I22,T17,S14,D
E1189,3115,I22,T17,S14,A
E1302,3115,I22,T17,S14,C
E1392,3115,I22,T17,S14,W
E1441,3115,I22,T17,S14,B
E1446,3115,I22,T17,S14,B
E1530,3115,I22,T17,S14,W
E1627,3115,I22,T17,S14,W
E1727,3115,I22,T17,S14,C+
E1781,3115,I22,T17,S14,C
E1984,3115,I22,T17,S14,A
E2010,3115,I22,T17,S14,C
E2012,3115,I22,T17,S14,A
E2043,3115,I22,T17,S14,D
E2076,3115,I22,T17,S14,A
E2126,3115,I22,T17,S14,B
E2151,3115,I22,T17,S14,B-
E2180,3115,I22,T17,S14,C
E2279,3115,I22,T17,S14,A-
E2365,3115,I22,T17,S14,A-
E2427,3115,I22,T17,S14,A
E2442,3115,I22,T17,S14,WU
E2569,3115,I22,T17,S14,A
E2635,3115,I22,T17,S14,W
E2702,3115,I22,T17,S14,B
E2737,3115,I22,T17,S14,A-
E2758,3115,I22,T17,S14,W
E2774,3115,I22,T17,S14,B
E2789,3115,I22,T17,S14,A
E2799,3115,I22,T17,S14,A
E0012,3115,I27,T17,S23,A
E0101,3115,I27,T17,S23,INC
E0389,3115,I27,T17,S23,A
E0439,3115,I27,T17,S23,INC
E0536,3115,I27,T17,S23,A-
E0922,3115,I27,T17,S23,A-
E0943,3115,I27,T17,S23,B
E1114,3115,I27,T17,S23,A-
E1507,3115,I27,T17,S23,A-
E1513,3115,I27,T17,S23,A
E1723,3115,I27,T17,S23,C-
E1730,3115,I27,T17,S23,B
E1743,3115,I27,T17,S23,B+
E1793,3115,I27,T17,S23,B
E1874,3115,I27,T17,S23,A
E2045,3115,I27,T17,S23,W
E2049,3115,I27,T17,S23,A
E2071,3115,I27,T17,S23,F
E2084,3115,I27,T17,S23,A-
E2179,3115,I27,T17,S23,B
E2208,3115,I27,T17,S23,WD
E2232,3115,I27,T17,S23,F
E2309,3115,I27,T17,S23,B+
E2344,3115,I27,T17,S23,A-
E2358,3115,I27,T17,S23,B-
E2425,3115,I27,T17,S23,A-
E2460,3115,I27,T17,S23,B+
E2498,3115,I27,T17,S23,B
E2510,3115,I27,T17,S23,A
E2575,3115,I27,T17,S23,A
E2578,3115,I27,T17,S23,A
E2696,3115,I27,T17,S23,A+
E2750,3115,I27,T17,S23,A-
E2757,3115,I27,T17,S23,B+
E2812,3115,I27,T17,S23,A-
E0073,3115,I21,T17,S26,B-
E0147,3115,I21,T17,S26,W
E0328,3115,I21,T17,S26,A
E0353,3115,I21,T17,S26,A
E0422,3115,I21,T17,S26,B
E0497,3115,I21,T17,S26,F
E0505,3115,I21,T17,S26,W
E0630,3115,I21,T17,S26,B
E0654,3115,I21,T17,S26,B
E0673,3115,I21,T17,S26,F
E0921,3115,I21,T17,S26,W
E0949,3115,I21,T17,S26,C
E1006,3115,I21,T17,S26,WN
E1292,3115,I21,T17,S26,WD
E1309,3115,I21,T17,S26,F
E1406,3115,I21,T17,S26,B
E1515,3115,I21,T17,S26,C
E1527,3115,I21,T17,S26,W
E1604,3115,I21,T17,S26,W
E1648,3115,I21,T17,S26,A-
E1760,3115,I21,T17,S26,B
E1863,3115,I21,T17,S26,W
E1954,3115,I21,T17,S26,D
E2038,3115,I21,T17,S26,W
E2041,3115,I21,T17,S26,W
E2095,3115,I21,T17,S26,W
E2098,3115,I21,T17,S26,A-
E2113,3115,I21,T17,S26,B-
E2144,3115,I21,T17,S26,WU
E2170,3115,I21,T17,S26,WU
E2516,3115,I21,T17,S26,A+
E2643,3115,I21,T17,S26,C
E2695,3115,I21,T17,S26,A
E2713,3115,I21,T17,S26,A
E2759,3115,I21,T17,S26,A
E0148,3115,I15,T17,S31,A+
E0374,3115,I15,T17,S31,W
E0501,3115,I15,T17,S31,C+
E0986,3115,I15,T17,S31,INC
E1291,3115,I15,T17,S31,A
E1316,3115,I15,T17,S31,A
E1486,3115,I15,T17,S31,B-
E1528,3115,I15,T17,S31,C
E1577,3115,I15,T17,S31,B+
E1698,3115,I15,T17,S31,B-
E1780,3115,I15,T17,S31,A+
E1866,3115,I15,T17,S31,A
E2124,3115,I15,T17,S31,A
E2162,3115,I15,T17,S31,A
E2185,3115,I15,T17,S31,C+
E2190,3115,I15,T17,S31,W
E2249,3115,I15,T17,S31,A
E2297,3115,I15,T17,S31,A
E2301,3115,I15,T17,S31,B-
E2307,3115,I15,T17,S31,A-
E2429,3115,I15,T17,S31,W
E2434,3115,I15,T17,S31,A
E2448,3115,I15,T17,S31,A
E2481,3115,I15,T17,S31,C
E2483,3115,I15,T17,S31,C+
E2487,3115,I15,T17,S31,A
E2525,3115,I15,T17,S31,W
E2545,3115,I15,T17,S31,A+
E2661,3115,I15,T17,S31,A+
E2701,3115,I15,T17,S31,A+
E2734,3115,I15,T17,S31,A-
E2743,3115,I15,T17,S31,A
E2747,3115,I15,T17,S31,B+
E2763,3115,I15,T17,S31,B
E2764,3115,I15,T17,S31,A+
E0147,3115,I14,T19,S01,B-
E0298,3115,I14,T19,S01,B
E0366,3115,I14,T19,S01,B+
E0497,3115,I14,T19,S01,A-
E0667,3115,I14,T19,S01,B+
E0843,3115,I14,T19,S01,A+
E1095,3115,I14,T19,S01,B-
E1231,3115,I14,T19,S01,B+
E1311,3115,I14,T19,S01,B
E1604,3115,I14,T19,S01,B-
E1627,3115,I14,T19,S01,A
E1697,3115,I14,T19,S01,A
E1854,3115,I14,T19,S01,A
E1947,3115,I14,T19,S01,A
E1954,3115,I14,T19,S01,B+
E2039,3115,I14,T19,S01,WU
E2207,3115,I14,T19,S01,A
E2310,3115,I14,T19,S01,A-
E2410,3115,I14,T19,S01,A
E2521,3115,I14,T19,S01,B-
E2779,3115,I14,T19,S01,A
E2785,3115,I14,T19,S01,A-
E2813,3115,I14,T19,S01,A-
